WB,64,22,71,189,134,118,60
WB,64,22,212,97,122,301,16
WB,64,22,68,100,134,593,518
WB,64,22,68,100,134,593,518
WB,64,22,71,100,134,187,60
WB,64,584,77,100,138,101,16
WB,64,162,499,100,194,101,60
WB,81,86,87,113,270,238,152
WB,33,39,167,113,265,43,67
WB,135,188,69,113,276,43,152
WB,135,188,69,113,276,43,152
WB,86,86,88,245,288,129,238
WB,33,39,167,113,265,43,67
WB,210,278,236,318,406,329,157
WB,81,86,87,113,270,238,152
WB,33,39,88,113,265,43,67
WB,0,0,0,0,0,0,0
WB,86,189,86,259,287,236,76
WB,135,188,69,113,276,43,152
WB,33,39,30,82,113,44,17
WB,136,188,69,113,270,43,152
WB,33,39,30,82,104,56,17
WB,33,66,30,192,189,44,17
WB,81,86,87,113,270,238,152
WB,33,39,30,82,113,47,17
WB,4,7,10,4,1,7,1
WB,4,7,10,4,1,7,1
WB,4,7,10,4,1,7,1
WB,4,7,10,4,1,7,1
WB,18,22,22,18,194,269,16
WB,10,2,107,137,120,76,1
WB,99,127,91,508,184,148,109
WB,4,7,10,4,1,7,1
WB,35,43,9,5,121,46,21
WB,26,2,9,51,8,46,21
WB,1,6,29,2,40,32,3
WB,2,59,4,48,131,24,57
WB,4,7,10,4,42,51,1
WB,4,7,10,4,1,7,1
WB,18,100,82,24,138,116,63
WB,4,7,41,4,42,7,1
WB,18,81,111,143,134,153,16
WB,7,172,21,49,125,224,1
WB,61,70,22,18,2,74,47
WB,84,141,29,28,526,465,90
WB,84,141,29,28,526,465,90
WB,84,141,29,28,526,465,90
Human,66,39,30,82,104,47,17
Human,9,2,4,62,4,5,6
Human,9,2,4,62,4,133,6
Human,2,1,1,3,2,1,5
Human,1,3,6,4,3,3,3
Human,4,7,10,4,1,7,1
Human,2,17,5,2,10,59,6
Human,69,74,61,6,97,89,48
Human,2,1,12,3,2,1,5
Human,2,1,12,3,2,1,5
Human,2,4,1,2,7,1,5
Human,2,1,12,3,2,1,5
Human,8,10,2,2,11,12,6
Human,2,1,5,3,2,1,5
Human,1,2,3,4,5,9,3
Human,1,4,2,2,6,3,17
Human,33,39,30,82,104,56,17
Human,33,39,30,82,104,56,17
Human,6,4,5,2,2,1,427
Human,33,39,30,82,113,47,17
Human,7,1,2,83,2,3,6
Human,2,1,21,334,2,1,5
Human,2,4,1,2,7,1,5
Human,33,39,30,391,104,47,74
Human,9,2,4,62,4,5,6
Human,1,3,6,4,3,3,3
Human,2,1,1,3,2,1,5
Human,33,39,30,82,104,56,17
Human,24,2,2,2,10,3,3
Human,2,75,4,48,141,34,1
Human,2,1,12,3,2,1,5
Human,4,7,10,4,1,7,1
Human,2,1,12,3,2,1,5
Human,4,7,10,4,1,7,1
Human,112,22,22,108,159,558,16
